GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:26:05 EDT 2018,26:05.2,-79.84215164,43.7466612,25.072905,3,225.1595921,316.15683,-3.69545031,-7.15028334,5.59644651,-0.01279572,-,-,28.09000015,4.70588255,-0.03888186,0,0,-,-,0,13.223629,25.24620819,13.13092995,0,0.08551165,-,-,-,16.86274529,12.54901981,-,-,1437.5,-,-,-,-,-,0,0,-,9.84251976,738.7125855,316.1568298,43.74666214,-79.84215546,14,-,36,217.6716766,24.14085388,36.25690842,4.03409815,-,0.78431374,515,56.08648682,54.68066406,4.70588255,-,-,1.54351437,218.723999,301.5610046
Fri May 25 19:26:08 EDT 2018,26:08.2,-79.84278461,43.74714553,24.448723,3,225.1403714,315.50998,-3.48835182,-6.66066933,6.33745193,0.01156557,-,-,28.09000015,10.98039246,-0.02573242,18.4313736,17.64705849,-,-,12.49957561,14.23793316,25.71936417,13.48251534,0.05988944,0.08177552,-,-,-,61.56863022,40.7843132,-,-,1437.5,-,-,-,-,-,2.05039191,0.0341732,-,9.84251976,738.6494751,315.5099793,43.74714661,-79.84278107,14,-,36,11.08012199,24.14206696,36.60794449,4.01188183,-,7.45098066,519,54.69023132,53.43792343,9.01960754,-,-,1.58957839,221.6049957,301.5610046
Fri May 25 19:26:11 EDT 2018,26:11.2,-79.84342667,43.74762193,24.775213,3,225.2210783,314.78885,-3.31118107,-6.94557905,6.43321991,0.00674508,-,-,28.09000015,19.2156868,0.00125272,41.5686264,41.17647171,-,-,14.75787067,14.75562763,26.18398476,13.83165264,0.05983051,0.08066899,-,-,-,76.86274719,61.96078491,-,-,1775,-,-,-,-,-,2.68509436,0.04475157,-,9.84251976,738.9143066,314.7888489,43.74762344,-79.84342957,14,25.72740364,35,8.65777111,24.10251427,37.00459671,3.98677921,-,14.90196133,522,55.42057037,54.68066406,24.31372643,126.3438339,-,1.6355629,224.8990021,301.5610046
Fri May 25 19:26:14 EDT 2018,26:14.2,-79.84408495,43.74810708,25.55603,3,225.3357225,315.87085,-3.18189406,-7.04733276,5.70298862,0.00751821,-,-,28.09000015,25.88235283,-0.00337956,45.88235474,44.70588303,-,-,14.65962601,14.73185062,26.49868774,14.06812286,0.06706241,0.08017778,-,-,-,70.98039246,62.74509811,-,-,1987.5,-,-,-,-,-,2.96186018,0.04936434,-,9.84251976,739.2904053,315.8708496,43.74810791,-79.84408569,14,24.42914581,34,8.02714157,24.0649395,36.95837784,4.34563255,-,21.17647171,524,57.16721344,57.16614914,23.13725471,70.84901428,-,1.68254554,227.7030029,301.5610046
Fri May 25 19:26:17 EDT 2018,26:17.2,-79.84475397,43.74861585,26.305193,3,225.3889078,316.14566,-3.23696065,-6.70256758,5.803545,-0.02558557,-,-,28.09000015,18.4313736,-0.01587028,38.82352829,38.03921509,-,-,14.73185062,14.72781372,26.98433685,14.43173504,0.085972,0.07930204,-,-,-,65.88235474,58.03921509,-,-,1562.5,-,-,-,-,-,1.99634218,0.03327237,-,9.84251976,739.4649048,316.1456604,43.74861526,-79.84475708,14,23.65794182,34,12.43872452,24.03621674,36.76422119,4.84814072,-,14.11764717,528,58.84304047,58.40889359,18.4313736,-,-,1.73107243,230.4980011,301.5610046
Fri May 25 19:26:20 EDT 2018,26:20.2,-79.8454439,43.74912987,26.454866,3,225.329548,316.26926,-3.20344186,-6.83784008,5.30435371,-0.01845992,-,-,28.09000015,6.66666698,-0.00212429,12.94117641,12.54901981,-,-,14.69999981,14.57797813,27.46779251,14.7961874,0.03920989,0.07760064,-,-,-,48.62745285,16.47058868,-,-,1562.5,-,-,-,-,-,1.43484902,0.02391415,-,9.84251976,739.2701416,316.2692566,43.74913025,-79.84544373,14,-,34,17.30631638,24.03298569,36.52531433,5.46647263,-,1.96078432,531,59.17784882,58.40889359,9.4117651,-,-,1.78058708,233.9779968,301.5610046
Fri May 25 19:26:23 EDT 2018,26:23.2,-79.84612866,43.74964333,26.41144,3,225.1863748,316.5305,-3.47757792,-7.21851826,5.46715975,0.01971127,-,-,28.09000015,9.8039217,0.05900355,18.8235302,18.4313736,-,-,14.69999981,14.36758137,27.78191566,15.03581715,0.02395292,0.07656489,-,-,-,53.33333588,25.88235283,-,-,1562.5,-,-,-,-,-,1.53532791,0.0255888,-,9.84251976,738.800415,316.5304871,43.74964142,-79.84613037,14,-,34,16.17370987,24.02884674,36.33216095,5.96638727,-,5.09803915,533,59.08070755,58.40889359,11.76470566,-,-,1.82989299,236.824997,301.5610046
Fri May 25 19:26:26 EDT 2018,26:26.2,-79.84681237,43.75015115,25.954025,3,225.1259296,316.0873,-3.76129079,-7.36695862,5.27083492,0.0200094,-,-,28.09000015,5.09803915,-0.04049295,0,0,-,-,14.92161274,29.39955139,28.08972549,15.27282906,0.02879282,0.07470196,-,-,-,15.68627453,15.68627453,-,-,1475,-,-,-,-,-,0,0,-,9.84251976,738.6021118,316.0873108,43.75015259,-79.84680939,14,-,34,217.6716766,24.0310955,36.14411163,6.45309114,-,0.78431374,537,58.05749893,57.16614914,6.27450991,-,-,1.87888324,239.6260071,301.5610046
Fri May 25 19:26:29 EDT 2018,26:29.2,-79.84746655,43.75063644,24.431465,3,225.4886726,315.79294,-3.75171399,-7.15626907,5.86339998,0.01688005,-,-,28.09000015,9.8039217,0.0342226,19.6078434,19.2156868,-,-,14.69999981,11.91189861,28.49079323,15.59658527,0,0.07294229,-,-,-,28.62745094,27.45098114,-,-,1425,-,-,-,-,-,0.55422127,0.00923702,-,9.84251976,739.7922363,315.7929382,43.75063705,-79.84746552,14,-,35,41.94521332,24.04863167,36.23315811,6.67127371,-,5.88235283,540,54.65162659,53.43792343,12.15686321,-,-,1.92572725,242.5379944,301.5610046
Fri May 25 19:26:32 EDT 2018,26:32.2,-79.84809487,43.75108869,23.534136,3,225.9421396,315.8882,-3.70383,-7.69855547,5.9292407,0.01279378,-,-,28.09000015,13.72549057,-0.0452566,25.88235283,25.49019623,-,-,14.81574059,14.8238163,28.84374809,15.8950758,0.03793545,0.07167363,-,-,-,74.50980377,53.33333206,-,-,1400,-,-,-,-,-,1.87457323,0.03124289,-,9.84251976,741.2799683,315.8882141,43.75108719,-79.84809113,14,-,35,11.83749485,24.0399437,36.63958359,6.62875366,-,10.1960783,542,52.64435959,52.19517899,13.33333397,-,-,1.97004259,246.0279999,301.5610046
Fri May 25 19:26:35 EDT 2018,26:35.2,-79.84870211,43.75152962,22.537779,3,226.2644284,315.88654,-3.7241807,-6.88093567,5.55215359,-0.01434514,-,-,28.09000015,4.31372547,-0.05024078,0,0,-,-,14.69999981,29.39955139,29.0573597,16.08254814,0.04563856,0.0710562,-,-,-,16.47058868,13.33333302,-,-,1275,-,-,-,-,-,0,0,-,9.84251976,742.3374023,315.8865356,43.75152969,-79.84870148,14,-,34,217.6716766,24.05753517,36.96307373,6.59491014,-,1.17647064,545,50.41557312,48.46695328,4.70588255,-,-,2.01305604,248.8379974,301.5610046
Fri May 25 19:26:38 EDT 2018,26:38.2,-79.84925108,43.75193288,19.67249,3,226.4709558,315.89102,-3.61883593,-7.31787729,5.6563015,0.0067499,-,-,28.09000015,4.70588255,-0.00328771,0,0,-,-,0,29.39955139,29.20741844,16.23497391,0,0.0695776,-,-,-,20.3921566,14.90196037,-,-,1112.5,-,-,-,-,-,0,0,-,9.84251976,743.0149536,315.8910217,43.75193405,-79.84925079,14,-,35,217.6716766,24.07585335,37.32089615,6.55747461,-,1.17647064,548,44.00610352,42.25324249,4.70588255,-,-,2.05217028,251.9799957,301.5610046
Fri May 25 19:26:41 EDT 2018,26:41.2,-79.84974235,43.75230031,18.678015,3,226.6741478,316.08792,-3.40934324,-7.22809505,5.94240856,0.0075206,-,-,28.09000015,10.1960783,0.00607523,19.6078434,18.8235302,-,-,12.49957561,13.72965908,29.31929588,16.36606216,0,0.06831595,-,-,-,72.94117737,40.7843132,-,-,1575,-,-,-,-,-,2.50913596,0.04181893,-,9.84251976,743.6815796,316.0879211,43.75230026,-79.84973907,14,-,35,6.94868612,24.06891632,37.64958954,6.52308702,-,6.66666698,551,41.78152847,41.01049805,10.58823586,-,-,2.08749652,254.897995,301.5610046
Fri May 25 19:26:44 EDT 2018,26:44.2,-79.85023413,43.7526608,18.895409,3,226.8846748,314.2406,-3.99472547,-7.63870049,5.67306089,0.06309372,-,-,28.09000015,4.70588255,0.05679094,0,0,-,-,14.96781921,22.9718914,29.43490791,16.4990406,0.10119861,0.06802487,-,-,-,18.8235302,20.3921566,-,-,1187.5,-,-,-,-,-,0,0,-,9.84251976,744.3723145,314.2406006,43.75266266,-79.85023499,14,-,34,217.6716766,24.05096817,37.96198654,6.49040413,-,0.78431374,554,42.26782227,41.01049805,7.05882359,-,-,2.12250042,257.7000122,301.5610046
Fri May 25 19:26:47 EDT 2018,26:47.2,-79.8507264,43.75299593,17.495367,3,227.1070854,314.21628,-3.20463896,-7.07965422,5.21696568,0.0091043,-,-,-,4.31372547,0.01724333,0,0,-,-,0,29.39955139,29.57266617,16.67805672,0,0.06676808,-,-,-,19.6078434,15.68627453,-,-,1137.5,-,-,-,-,-,0,0,-,9.84251976,745.1019898,314.2162781,43.75299454,-79.85072327,14,-,34,217.6716766,24.06711769,38.27599335,6.45755291,-,1.17647064,557,39.13602066,38.52501297,4.70588255,-,-,2.15630221,260.5450134,301.5610046
Fri May 25 19:26:50 EDT 2018,26:50.2,-79.85115539,43.75330394,14.371022,4,227.3649254,316.4452,-4.06655169,-7.43279934,4.08690214,0.04686007,-,-,-,4.31372547,-0.00039856,0,0,-,-,0,29.39955139,29.65557861,16.82531548,0,0.0657913,-,-,-,15.68627453,15.68627453,-,-,1512.5,-,-,-,-,-,0,0,-,13.12335968,745.947937,316.4451904,43.75330353,-79.85115814,14,-,35,217.6716766,24.08636856,38.64016724,6.41945314,-,1.17647064,560,32.14706039,28.58307457,4.70588255,-,-,2.18652225,263.881012,301.5610046
Fri May 25 19:26:53 EDT 2018,26:53.2,-79.8514489,43.75353237,9.20615,3,227.6395709,310.27814,-6.20816517,-5.23731613,5.98191309,0.04816277,-,-,-,4.70588255,0.02726195,0,0,-,-,0,14.46582699,29.60651016,16.8635025,0,0.06526366,-,-,-,19.2156868,12.54901981,-,-,1062.5,-,-,-,-,-,0.42848599,0.00714143,-,9.84251976,746.848999,310.2781372,43.75353241,-79.85144806,14,-,35,19.72860146,24.09355354,38.9528389,6.38674116,-,1.17647064,563,20.59357071,18.64113617,5.09803915,-,-,2.20807385,266.7770081,301.5610046
Fri May 25 19:26:56 EDT 2018,26:56.2,-79.85173725,43.75358457,8.39032,3,227.8536785,241.32166,-4.59686708,-5.61799431,6.54095888,0.03803049,-,-,-,4.31372547,0.0370862,0,0,-,-,12.49957561,12.9836235,29.44855499,16.87078476,0.05358782,0.06475542,-,-,-,29.01960754,15.68627453,-,-,1187.5,-,-,-,-,-,0.82066166,0.01367769,-,9.84251976,747.5514526,241.3216553,43.75358582,-79.85173798,14,-,35,9.01315498,24.09167099,39.25458145,6.35517311,-,0.78431374,566,18.76861,17.39839363,4.31372547,-,-,2.22353435,269.6000061,301.5610046
Fri May 25 19:26:59 EDT 2018,26:59.2,-79.85194971,43.75340749,10.077878,3,227.875181,214.96071,-2.82156682,-6.65468359,6.14591599,0.00351789,-,-,-,16.07843208,-0.02931646,34.50980377,34.11764908,-,-,14.79779625,15.01357746,29.3112011,16.88741875,0.15533628,0.06511093,-,-,-,66.27451324,48.62745285,-,-,1987.5,-,-,-,-,-,2.63875055,0.04397917,-,9.84251976,747.6220093,214.9607086,43.75340652,-79.8519516,14,25.1747818,35,3.60401964,24.03521919,39.60869598,6.31812572,-,10.98039246,569,22.54357147,23.61210442,16.07843208,27.73238182,-,2.24010181,272.9490051,301.5610046
Fri May 25 19:27:02 EDT 2018,27:02.2,-79.85220998,43.75315036,13.0453,3,227.5026593,217.66377,-3.27407074,-6.71334171,6.52898788,0.02271727,-,-,-,16.86274529,-0.00513494,36.07843018,35.29411697,-,-,14.69999981,14.68385029,29.28313446,16.93393326,0.25583762,0.06557105,-,-,-,65.88235474,50.98039246,-,-,1925,-,-,-,-,-,2.56265974,0.042711,-,9.84251976,746.3997803,217.6637726,43.75315094,-79.852211,14,32.45092392,34,4.74187231,23.98722076,39.91534805,6.28604364,-,12.15686321,571,29.1815033,29.82581711,16.86274529,60.70978165,-,2.26212716,275.881012,301.5610046
Fri May 25 19:27:05 EDT 2018,27:05.2,-79.85253056,43.752847,14.822484,3,227.4862143,218.19379,-3.31836367,-6.65348673,5.7891798,-0.01320009,-,-,-,14.11764717,-0.0391717,28.23529434,27.84313774,-,-,14.73992634,14.51786423,29.29859352,17.00496292,0.18457937,0.06586987,-,-,-,66.27451324,49.41176605,-,-,1575,-,-,-,-,-,2.00121069,0.03335351,-,9.84251976,746.3458862,218.1937866,43.75284576,-79.85253143,14,11.89761066,33,6.86425591,23.95777702,40.21086502,6.25512695,-,9.8039217,575,33.1569519,33.55404282,14.50980377,97.96437073,-,2.28851151,278.7349854,301.5610046
Fri May 25 19:27:08 EDT 2018,27:08.2,-79.85288396,43.75251044,15.748456,3,227.4518682,217.51987,-3.98754287,-6.79354715,5.9555769,0.02360183,-,-,-,7.45098066,-0.02257986,11.76470566,10.98039246,-,-,14.8498354,14.80183315,29.36377144,17.13496971,0.06032621,0.06578205,-,-,-,41.96078491,32.15686417,-,-,1150,-,-,-,-,-,0.90627885,0.01510465,-,9.84251976,746.2331543,217.5198669,43.75251007,-79.85288239,14,12.70401573,32,16.32334518,23.94008255,40.54193115,6.22049093,-,3.92156863,578,35.22829056,34.79678726,7.45098066,78.66278076,-,2.31771445,281.9660034,301.5610046
Fri May 25 19:27:11 EDT 2018,27:11.2,-79.85323184,43.75216148,15.976468,4,227.4074598,217.07101,-3.59609103,-8.08162785,6.26921701,0.12419266,-,-,-,5.88235283,-0.02256276,7.45098066,6.27450991,-,-,14.81394672,15.11989689,29.40981483,17.22262001,0.04160346,0.06544557,-,-,-,42.35294342,28.23529434,-,-,1150,-,-,-,-,-,0.90557724,0.01509295,-,13.12335968,746.0874634,217.0710144,43.75216293,-79.85323334,14,-,33,16.33599091,23.93726349,40.83415604,6.18991852,-,2.74509811,580,35.73834229,34.79678726,5.88235283,78.66278076,-,2.34743977,284.8479919,301.5610046
Fri May 25 19:27:14 EDT 2018,27:14.2,-79.85361534,43.75181482,16.453884,4,227.0464217,220.20502,-3.86903,-6.6331358,5.76404047,-0.06375041,-,-,-,6.66666698,-0.0927344,14.50980377,13.72549057,-,-,14.58156681,14.60175514,29.46552658,17.31554413,0.03996076,0.06494096,-,-,-,40.39215851,36.86274338,-,-,1150,-,-,-,-,-,0.99722248,0.01662038,-,13.12335968,744.9029541,220.2050171,43.7518158,-79.85361481,14,13.27043629,33,15.89432716,23.92887115,41.08653259,6.16351461,-,3.13725495,583,36.80628967,37.28227234,7.45098066,77.93445587,-,2.37812757,287.3599854,301.5610046
Fri May 25 19:27:17 EDT 2018,27:17.2,-79.85402074,43.7514496,17.946424,3,226.3787329,218.56384,-3.64756632,-6.58405447,6.49307489,0.03833556,-,-,-,12.15686321,0.07075114,19.2156868,18.4313736,-,-,14.60758591,14.37565613,29.56798744,17.46540451,0.07507814,0.06449122,-,-,-,70.19608307,47.84313583,-,-,1412.5,-,-,-,-,-,1.82532537,0.03042209,-,9.84251976,742.7124023,218.5638428,43.75144958,-79.85401917,14,16.98120499,33,9.2623806,23.91692924,41.42451859,6.12815475,-,8.62745094,586,40.14500427,39.76775742,10.1960783,88.45941162,-,2.4104929,290.7579956,301.5610046
Fri May 25 19:27:20 EDT 2018,27:20.2,-79.85445191,43.7510456,19.663553,3,226.0104404,218.07343,-3.35906506,-6.35540819,5.42047262,0.05363351,-,-,0,14.90196133,0.01600454,29.01960754,28.23529434,-,-,14.70583153,14.59188557,29.71886063,17.64331436,0.10197007,0.06424311,-,-,-,58.8235321,55.68627548,-,-,1337.5,-,-,-,-,-,1.48292494,0.02471541,-,9.84251976,741.5040894,218.0734253,43.75104523,-79.85445404,14,34.50354004,33,12.11358547,23.896101,41.69620132,6.09973145,-,10.98039246,589,43.9861145,42.25324249,14.50980377,161.1090393,-,2.44575715,293.5180054,301.5610046
Fri May 25 19:27:23 EDT 2018,27:23.2,-79.85489674,43.75064266,17.944193,4,226.0093113,219.7248,-4.30956316,-6.91206026,5.37857389,-0.05361418,-,-,-,4.31372547,-0.14099894,0,0,-,-,0,29.39955139,29.85600662,17.81264114,0.02825749,0.06352508,-,-,-,20.7843132,16.47058868,-,-,1100,-,-,-,-,-,0,0,-,13.12335968,741.5003662,219.7247925,43.75064087,-79.85489655,14,-,33,217.6716766,23.90000153,42.00214767,6.06772327,-,1.17647064,592,40.14001465,38.52501297,4.70588255,-,-,2.48138833,296.6570129,301.5610046
Fri May 25 19:27:26 EDT 2018,27:26.2,-79.85529729,43.75028392,16.473572,3,226.284839,218.1831,-4.57172823,-7.41005421,4.98233366,-0.00209408,-,-,-,4.70588255,-0.04948682,0,0,-,-,12.49957561,27.93574142,29.91565323,17.94972992,0,0.06286871,-,-,-,20.3921566,22.74509811,-,-,1212.5,-,-,-,-,-,0,0,-,9.84251976,742.4042969,218.1831055,43.75028229,-79.8553009,14,-,33,217.6716766,23.90944099,42.29098129,6.03750563,-,0.78431374,595,36.85033035,36.03952789,9.01960754,-,-,2.51325226,299.651001,301.5610046
Fri May 25 19:27:29 EDT 2018,27:29.2,-79.85563121,43.74995528,13.065405,3,227.1517679,215.44153,-2.80720139,-7.08085155,5.20260048,0.01746383,-,-,-,4.31372547,-0.01971412,0,0,-,-,0,29.39955139,29.94417381,18.05231285,0.02980261,0.0621269,-,-,-,20.3921566,15.68627453,-,-,1137.5,-,-,-,-,-,0,0,-,9.84251976,745.2485962,215.4415283,43.74995422,-79.85562897,14,-,33,217.6716766,23.92243385,42.60308075,6.00485373,-,1.17647064,598,29.22647858,29.82581711,4.70588255,-,-,2.5414381,302.9200134,301.5610046
Fri May 25 19:27:32 EDT 2018,27:32.2,-79.85594315,43.74966196,13.649619,4,227.6017613,217.66876,-3.60806203,-6.9132576,5.84783745,0.0202897,-,-,-,4.70588255,-0.08206183,1.17647064,0.78431374,-,-,12.49957561,12.42779732,29.94324112,18.10811043,0,0.06171035,-,-,-,21.96078491,14.90196037,-,-,1200,-,-,-,-,-,0.55947822,0.00932464,-,13.12335968,746.7249146,217.6687622,43.74966049,-79.85594177,14,-,34,22.66423035,23.92547417,42.87694931,5.97620201,-,1.17647064,601,30.5333271,28.58307457,4.31372547,-,-,2.56701207,305.8179932,301.5610046
Fri May 25 19:27:35 EDT 2018,27:35.2,-79.85624707,43.74938083,12.608298,4,227.913597,218.59927,-3.76248789,-6.60081387,4.43406153,-0.02200961,-,-,-,4.70588255,0.01608479,1.96078432,1.17647064,-,-,14.89783669,13.99388981,29.92736435,18.18205261,0.03123792,0.06115921,-,-,-,21.96078491,15.68627453,-,-,1187.5,-,-,-,-,-,0,0,-,13.12335968,747.7479858,218.5992737,43.74938202,-79.85624695,14,-,34,217.6716766,23.92830658,43.12575531,5.95017195,-,1.17647064,604,28.20396042,27.34033203,4.70588255,-,-,2.59167171,308.4750061,301.5610046
Fri May 25 19:27:38 EDT 2018,27:38.2,-79.85653578,43.74911672,12.336468,4,228.0762491,216.7995,-3.29442143,-6.66904879,4.53102684,-0.02881838,-,-,-,4.31372547,0.07651789,0,0,-,-,14.87361145,14.79196453,29.89751244,18.24624634,0.01835548,0.06086452,-,-,-,21.17647171,16.47058868,-,-,1050,-,-,-,-,-,0.41270304,0.00687838,-,13.12335968,748.2816773,216.7994995,43.74911499,-79.85653687,14,-,34,28.16423416,23.93040848,43.43850327,5.91745186,-,1.17647064,607,27.59589005,27.34033203,4.31372547,-,-,2.61493731,311.8479919,301.5610046
Fri May 25 19:27:41 EDT 2018,27:41.2,-79.85680251,43.7488424,12.67913,3,227.9992437,215.61244,-2.57975245,-7.37892962,3.97198057,-0.02908862,-,-,-,4.31372547,-0.22904858,0,0,-,-,14.82964706,14.8538723,29.87799263,18.2885437,0.0216109,0.06046588,-,-,-,17.64705849,15.68627453,-,-,1250,-,-,-,-,-,0.41180092,0.00686335,-,9.84251976,748.0289917,215.612442,43.74884415,-79.85680389,14,11.00321102,34,28.22593307,23.93060303,43.71123505,5.88891888,-,1.17647064,609,28.36240578,28.58307457,4.31372547,-,-,2.63810968,314.8200073,301.5610046
Fri May 25 19:27:44 EDT 2018,27:44.2,-79.85708344,43.74855361,13.450754,3,227.7624066,213.79883,-3.89057779,-7.31069469,6.23090982,0.04483382,-,-,-,7.05882359,0.05646976,8.23529434,7.05882359,-,-,14.79959106,14.47569656,29.86818314,18.33620453,0.03025675,0.06007085,-,-,-,20,16.47058868,-,-,2062.5,-,-,-,-,-,0.84707355,0.01411789,-,9.84251976,747.2520142,213.7988281,43.74855423,-79.85708618,13,12.27636242,34,14.3456316,23.92800331,43.97637177,5.86118031,-,1.96078432,613,30.08848,29.82581711,6.66666698,-,-,2.6625073,317.7369995,301.5610046
Fri May 25 19:27:47 EDT 2018,27:47.2,-79.85737074,43.74824354,13.687191,3,227.6925358,216.21355,-3.68826771,-6.4739213,7.62912369,0.04452544,-,-,-,8.23529434,0.02500844,15.29411793,14.90196133,-,-,14.85791016,14.75787067,29.86786461,18.38915253,0.06010374,0.05972431,-,-,-,64.70588684,21.96078491,-,-,1750,-,-,-,-,-,2.16885376,0.03614756,-,9.84251976,747.0227661,216.2135468,43.74824524,-79.85736847,13,11.55418205,34,5.84647274,23.91200447,44.26849365,5.83061838,-,3.52941179,615,30.61737442,31.06855965,10.98039246,-,-,2.68829584,320.9830017,301.5610046
Fri May 25 19:27:50 EDT 2018,27:50.2,-79.85767953,43.74793823,14.17691,3,228.2988796,216.59,-3.68347931,-6.80312395,6.08725786,0.02890618,-,-,-,13.33333397,0.02312678,25.88235283,25.49019623,-,-,14.82964706,14.72557068,29.87682533,18.44731331,0.23278213,0.05988725,-,-,-,69.41176605,54.11764526,-,-,1387.5,-,-,-,-,-,1.81246746,0.03020779,-,9.84251976,749.012085,216.5899963,43.74794006,-79.85768127,14,11.55418205,33,7.28757048,23.88313675,44.51839828,5.80447388,-,9.8039217,618,31.71284485,31.06855965,13.72549057,-,-,2.71443272,323.7869873,301.5610046
Fri May 25 19:27:53 EDT 2018,27:53.2,-79.85799255,43.74763661,14.021976,3,228.9068611,216.85431,-4.49631071,-9.61750793,5.37258863,0.03427336,-,-,-,4.70588255,-0.10411085,0,0,-,-,14.93776226,14.61790466,29.88543129,18.53073311,0.04571225,0.0597949,-,-,-,18.8235302,25.88235283,-,-,1262.5,-,-,-,-,-,0,0,-,9.84251976,751.0067749,216.8543091,43.74763489,-79.85799408,14,-,32,217.6716766,23.87247849,44.7590332,5.77929831,-,1.17647064,622,31.36626816,29.82581711,4.70588255,-,-,2.74049306,327.0369873,301.5610046
Fri May 25 19:27:56 EDT 2018,27:56.2,-79.85829734,43.74735493,12.160785,3,229.6602903,218.08478,-4.1706996,-7.36097336,6.51342583,0.03289773,-,-,-,4.31372547,0.0134292,0,0,-,-,0,13.89564514,29.86663628,18.59614944,0,0.05923867,-,-,-,24.70588303,14.90196037,-,-,1137.5,-,-,-,-,-,0.29350305,0.00489172,-,9.84251976,753.4786377,218.0847778,43.74735641,-79.85829926,14,-,33,37.80242157,23.8864994,45.06273651,5.74752522,-,1.17647064,624,27.20289993,26.09758949,4.31372547,-,-,2.76521635,329.9830017,301.5610046
Fri May 25 19:27:59 EDT 2018,27:59.2,-79.85857776,43.74710583,12.347374,3,230.192507,219.58817,-2.96043038,-5.7891798,5.86579418,-0.08538053,-,-,-,18.4313736,-0.06957106,35.68627548,35.29411697,-,-,14.80362797,14.62777328,29.83932495,18.62994003,0.02686803,0.05905158,-,-,-,73.72549438,60.39215851,-,-,1675,-,-,-,-,-,2.53329062,0.04222151,-,9.84251976,755.2247315,219.5881653,43.74710464,-79.85858154,14,-,33,4.37972879,23.86072159,45.29885864,5.72282219,-,14.50980377,627,27.62028885,27.34033203,18.03921509,-,-,2.78741455,332.7090149,301.5610046
Fri May 25 19:28:02 EDT 2018,28:02.2,-79.85888845,43.7468303,14.200401,3,230.0920232,218.54623,-3.48116922,-7.03416443,6.56968927,-0.03606906,-,-,-,17.64705849,-0.08338045,33.33333206,32.15686417,-,-,14.77760887,14.73992634,29.8391819,18.70508003,0.16903295,0.05950831,-,-,-,69.41176605,57.25490189,-,-,1375,-,-,-,-,-,1.89679635,0.03161327,-,9.84251976,754.8950806,218.5462341,43.74682999,-79.85888672,14,22.05198097,32,6.96357536,23.81394386,45.53911209,5.69768667,-,14.11764717,630,31.7653923,31.06855965,14.50980377,100.497139,-,2.8119936,335.5069885,301.5610046
Fri May 25 19:28:05 EDT 2018,28:05.2,-79.85922914,43.74651942,15.290432,3,229.9631259,218.92114,-3.54341841,-6.94198799,6.65947199,-0.00108586,-,-,-,16.47058868,0.04537362,33.33333206,32.94117737,-,-,14.73185062,14.62777328,29.8698864,18.79854965,0.0916841,0.05954479,-,-,-,71.37255096,58.03921509,-,-,1575,-,-,-,-,-,1.74543107,0.02909052,-,9.84251976,754.472168,218.9211426,43.746521,-79.85923004,14,13.36795712,32,8.17285919,23.78431511,45.77268982,5.6732502,-,12.54901981,633,34.20372391,33.55404282,16.47058868,61.41287231,-,2.83940649,338.2510071,301.5610046
Fri May 25 19:28:08 EDT 2018,28:08.2,-79.85959795,43.74618845,15.963698,3,229.9604934,218.51613,-3.02028537,-6.59363127,4.96078587,-0.00503988,-,-,-,5.09803915,-0.05874874,3.92156863,3.13725495,-,-,14.85566616,14.15359592,29.92174721,18.90449905,0.08630992,0.05957622,-,-,-,32.54901886,23.52941132,-,-,1075,-,-,-,-,-,0.7015354,0.01169226,-,9.84251976,754.463562,218.5161285,43.74618912,-79.85959625,14,12.14097881,32,21.08732033,23.77924156,46.06814575,5.64233923,-,1.56862748,636,35.70977783,34.79678726,5.09803915,63.45170593,-,2.86878157,341.756012,301.5610046
