GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:23:59 EDT 2018,23:59.2,-79.8328039,43.74669781,4.156759,3,229.3095863,200.10585,-4.66390514,-5.76643467,6.96233845,0.05594295,-,-,-,12.15686321,0.04297029,36.86274719,36.07843018,-,-,14.84759235,14.79196453,15.16145706,4.4780674,0.13672,0.16725777,-,-,-,50.58823776,37.64706039,-,-,1912.5,-,-,-,-,-,1.86341786,0.03105696,-,9.84251976,752.328064,200.1058502,43.74669647,-79.83280182,14,10.62317467,43,2.26825905,25.1183567,21.23884964,0,-,7.84313726,393,9.29840469,11.18468189,12.54901981,27.18839836,-,0.39951491,92.8730011,301.5610046
Fri May 25 19:24:02 EDT 2018,24:02.2,-79.83278361,43.74654313,7.0642476,2,229.1909425,145.6595,-2.94486809,-6.41885471,6.53976202,-0.04766906,-,-,-,14.90196133,-0.1071564,32.15686417,31.37254906,-,-,14.77985287,14.69999981,15.13729286,4.56018829,0.46187565,0.16817051,-,-,-,59.60784531,40.7843132,-,-,1800,-,-,-,-,-,2.08645678,0.03477428,-,6.56167984,751.9387817,145.6595001,43.74654388,-79.83278656,14,13.05359364,43,3.29190207,25.08301926,21.8214035,0,-,10.1960783,396,15.80227184,17.39839363,14.11764717,63.38366318,-,0.41065785,95.81199646,301.5610046
Fri May 25 19:24:05 EDT 2018,24:05.2,-79.8325746,43.74634793,9.385292,3,229.0954159,144.06714,-2.20625687,-6.9108634,5.75087261,-0.01423271,-,-,-,12.54901981,-0.02942253,24.70588303,23.92156982,-,-,14.75787067,14.68968201,15.3437252,4.75528717,1.66265666,0.16646729,-,-,-,54.11764908,43.92156982,-,-,1500,-,-,-,-,-,1.5022682,0.0250378,-,9.84251976,751.6253662,144.0671387,43.74634933,-79.83257294,14,9.82205296,42,5.97880507,25.04833984,22.35427856,0,-,8.62745094,399,20.99430084,22.36936378,12.54901981,113.9247665,-,0.42772153,99.03500366,301.5610046
Fri May 25 19:24:08 EDT 2018,24:08.2,-79.83237104,43.74609931,11.118132,3,229.1872598,160.46016,-2.64918423,-7.57764816,6.31590414,0.0074025,-,-,-,10.1960783,-0.04389104,16.86274529,16.07843208,-,-,14.7417202,15.07593346,15.6617403,4.9861865,0.10550708,0.16183798,-,-,-,50.98039246,40,-,-,1187.5,-,-,-,-,-,1.14379454,0.01906324,-,9.84251976,751.9266968,160.4601593,43.74609756,-79.83237457,14,9.79052067,42,9.23835945,25.02011681,23.00762177,0,-,6.66666698,401,24.87055206,24.85484695,9.01960754,49.18942642,-,0.4477489,101.9339981,301.5610046
Fri May 25 19:24:11 EDT 2018,24:11.2,-79.83227458,43.74579537,11.913735,3,229.2780984,172.96124,-2.87663341,-7.13112974,5.5066638,-0.01689464,-,-,-,10.98039246,-0.04456324,20.3921566,19.6078434,-,-,14.59367943,14.71794415,15.92263699,5.15712929,0.08811471,0.15844224,-,-,-,43.92156982,41.5686264,-,-,1125,-,-,-,-,-,0.88932449,0.01482207,-,9.84251976,752.2247315,172.9612427,43.7457962,-79.83227539,14,10.38888645,42,13.06999302,25.00307274,23.55122757,0,-,7.45098066,404,26.65026665,27.34033203,10.98039246,58.53660965,-,0.46932799,104.8030014,301.5610046
Fri May 25 19:24:14 EDT 2018,24:14.2,-79.83224522,43.74545343,12.668174,3,228.710266,176.46573,-3.69784451,-7.19337893,5.56173038,-0.038221,-,-,-,4.70588255,-0.01082698,0,0,-,-,0,29.39955139,16.35029793,5.42829895,0.0622975,0.15076683,-,-,-,19.6078434,15.68627453,-,-,1125,-,-,-,-,-,0,0,-,9.84251976,750.3617554,176.4657288,43.74545288,-79.83224487,14,-,41,217.6716766,25.00302315,24.07292366,0,-,0.78431374,408,28.33789635,27.34033203,4.70588255,-,-,0.49298263,107.5950012,301.5610046
Fri May 25 19:24:17 EDT 2018,24:17.2,-79.83222659,43.74511629,12.397637,3,228.2202007,177.67686,-3.29202724,-7.09641361,5.38216543,0.0400511,-,-,-,4.70588255,-0.03173,0,0,-,-,0,29.39955139,16.73367119,5.68812513,0,0.14376678,-,-,-,19.6078434,14.90196037,-,-,1137.5,-,-,-,-,-,0,0,-,9.84251976,748.7539673,177.6768646,43.74511719,-79.83222961,14,-,42,217.6716766,25.01869965,24.66911125,0,-,1.17647064,410,27.73272324,26.09758949,4.70588255,-,-,0.51627856,110.8330002,301.5610046
Fri May 25 19:24:20 EDT 2018,24:20.2,-79.8322214,43.74479097,12.0224495,2,227.6824087,180.63348,-3.96000957,-7.68658447,5.27322912,0.05139476,-,-,-,4.70588255,0.00501068,0,0,-,-,0,29.39955139,17.04930878,5.92729855,0,0.13764158,-,-,-,19.2156868,14.90196037,-,-,1137.5,-,-,-,-,-,0,0,-,6.56167984,746.989502,180.6334839,43.74478912,-79.83222198,14,-,42,217.6716766,25.02622414,25.17571259,0,-,1.17647064,414,26.89345169,24.85484695,4.70588255,-,-,0.53874052,113.625,301.5610046
Fri May 25 19:24:23 EDT 2018,24:23.2,-79.83222333,43.74449212,10.38121,2,227.3496913,180.28331,-4.66270781,-7.87931776,5.02542925,0.04292757,-,-,-,4.70588255,0.00971901,0,0,-,-,0,14.08764935,17.24980545,6.12734365,0,0.13222322,-,-,-,19.2156868,15.68627453,-,-,1075,-,-,-,-,-,0.49582836,0.00826381,-,6.56167984,745.8979492,180.2833099,43.74449158,-79.83222198,14,-,42,17.04910469,25.03766441,25.76098251,0,-,1.17647064,416,23.22210503,18.64113617,4.70588255,-,-,0.5593822,116.8980026,301.5610046
Fri May 25 19:24:26 EDT 2018,24:26.2,-79.83221613,43.74428905,6.3779716,3,227.1918787,178.6851,-4.20900679,-7.61475849,4.60045862,0.03392164,-,-,-,4.70588255,0.01253966,0,0,-,-,12.49957561,12.53366947,17.18686295,6.18990469,0.01405042,0.12978911,-,-,-,21.96078491,17.25490189,-,-,1050,-,-,-,-,-,0.50491005,0.00841517,-,9.84251976,745.380188,178.6851044,43.7442894,-79.83221436,14,-,42,7.32482004,25.03462219,26.25392914,0,-,1.17647064,420,14.26711559,6.21371174,4.70588255,-,-,0.57341301,119.6949997,301.5610046
Fri May 25 19:24:29 EDT 2018,24:29.2,-79.83221624,43.74422039,3.0338385,3,227.2039114,178.4716,-2.47560453,-6.15788698,6.94438219,-0.00180894,-,-,-,10.58823586,-0.02047446,32.15686417,31.76470566,-,-,14.87989235,14.87361145,16.78342819,6.1666379,0.07576499,0.12857652,-,-,-,54.50980377,36.86274338,-,-,2012.5,-,-,-,-,-,2.17142653,0.03619044,-,9.84251976,745.4196777,178.4716034,43.74422073,-79.83221436,14,12.45720863,42,1.21657205,25.00283432,26.81010437,0,-,7.05882359,422,6.78650331,8.69919682,11.37254906,8.94143391,-,0.57815421,122.8960037,301.5610046
Fri May 25 19:24:32 EDT 2018,24:32.2,-79.8322056,43.74408712,6.398373,3,227.5179779,175.77963,-2.46483064,-6.96353579,8.4012537,0.02009797,-,-,-,18.8235302,0.04558406,41.17647171,40.7843132,-,-,14.70762539,14.80362797,16.69542694,6.21371174,0.50515103,0.13151769,-,-,-,64.70588684,53.33333206,-,-,2150,-,-,-,-,-,2.935395,0.04892325,-,9.84251976,746.4500732,175.7796326,43.74408722,-79.83220673,14,21.01929474,42,2.33985925,24.95871353,27.28960037,0,-,14.11764717,425,14.31275272,17.39839363,18.03921509,70.51184845,-,0.58737069,125.6949997,301.5610046
Fri May 25 19:24:35 EDT 2018,24:35.2,-79.83217786,43.74382995,10.118979,3,228.1506384,176.24072,-3.54461551,-6.88692141,6.65827513,0.00550293,-,-,-,20.3921566,0.08110905,41.17647171,40.7843132,-,-,14.70583153,14.66590595,16.83794212,6.38464689,0.41824615,0.13210927,-,-,-,72.15686035,59.60784149,-,-,1737.5,-,-,-,-,-,2.51505303,0.04191755,-,9.84251976,748.5256958,176.2407227,43.74383163,-79.83217621,14,29.98436928,42,4.20141697,24.8827877,27.85462379,0,-,16.07843208,428,22.6355114,26.09758949,20.7843132,102.187912,-,0.60518014,129.0410004,301.5610046
Fri May 25 19:24:38 EDT 2018,24:38.2,-79.83214446,43.74349382,12.82331,3,228.8209647,172.74292,-2.9053638,-6.79833555,6.50145483,0.02258533,-,-,-,17.25490189,-0.01155377,34.50980377,33.72549057,-,-,14.73992634,14.50978947,17.13800812,6.61577559,0.2109513,0.13155864,-,-,-,67.45098114,58.03921509,-,-,1387.5,-,-,-,-,-,1.77527773,0.02958796,-,9.84251976,750.7249756,172.7429199,43.74349213,-79.83214569,14,23.48070335,41,7.14262581,24.84651184,28.29923439,0,-,13.33333397,431,28.68492699,29.82581711,18.8235302,98.39752197,-,0.62844712,131.7109985,301.5610046
Fri May 25 19:24:41 EDT 2018,24:41.2,-79.8320733,43.74312664,13.371538,3,229.2104593,174.0016,-3.66552281,-7.41484261,5.49828434,0.02400748,-,-,-,4.70588255,0.01255512,0,0,-,-,0,29.39955139,17.50195503,6.8734951,0.01602951,0.1273016,-,-,-,20.7843132,16.47058868,-,-,1100,-,-,-,-,-,0,0,-,9.84251976,752.0028076,174.0016022,43.74312592,-79.83207703,14,14.47161293,40,217.6716766,24.84750938,28.75686646,0,-,1.17647064,434,29.91127777,28.58307457,4.70588255,80.03792572,-,0.65404683,134.4940033,301.5610046
Fri May 25 19:24:44 EDT 2018,24:44.2,-79.83203733,43.74280869,11.136485,3,229.4963997,176.11438,-4.23653984,-7.37414122,4.15513706,0.02363313,-,-,-,4.31372547,0.00296232,0,0,-,-,0,12.33987045,17.71187782,7.07200909,0,0.1227562,-,-,-,21.56862831,15.68627453,-,-,1087.5,-,-,-,-,-,0,0,-,9.84251976,752.940918,176.1143799,43.7428093,-79.83203888,14,-,40,217.6716766,24.86263847,29.31725693,0,-,0.78431374,437,24.91160774,18.64113617,4.70588255,-,-,0.67607552,137.951004,301.5610046
Fri May 25 19:24:47 EDT 2018,24:47.2,-79.83202406,43.7426256,5.657207,3,229.5660847,170.6877,-3.59369683,-6.95635319,5.67784929,0.00491107,-,-,-,4.70588255,0.00326052,0,0,-,-,12.49957561,12.75976849,17.62934494,7.11469984,0.00770121,0.12073942,-,-,-,21.96078491,16.47058868,-,-,1025,-,-,-,-,-,0.49171725,0.00819529,-,9.84251976,753.1695557,170.6876984,43.74262619,-79.83202362,14,-,40,5.37238932,24.8589077,29.75313187,0,-,1.17647064,440,12.65481091,4.97096968,4.70588255,-,-,0.68873477,140.6779938,301.5610046
Fri May 25 19:24:50 EDT 2018,24:50.2,-79.83200583,43.74256645,3.35128,2,229.5512048,150.35042,-3.91092849,-5.87058258,7.21253252,0.02290433,-,-,-,12.15686321,0.00095156,38.82352829,38.03921509,-,-,14.85970402,14.90770531,17.30197334,7.09197474,0.81700933,0.12062934,-,-,-,53.33333588,40,-,-,2025,-,-,-,-,-,2.2000823,0.03666804,-,6.56167984,753.1207886,150.3504181,43.74256516,-79.83200836,14,8.48268509,41,1.4408716,24.82720184,30.28065491,0,-,7.84313726,443,7.49659967,9.94193935,12.94117641,-,-,0.69293147,144.0240021,301.5610046
Fri May 25 19:24:53 EDT 2018,24:53.2,-79.83184794,43.74248832,5.71908,2,229.3113847,106.938126,-3.67749381,-7.68299341,5.12239456,0.01232466,-,-,-,4.31372547,-0.03563206,0,0,-,-,14.88572311,14.90366745,17.20882225,7.12505627,0.51825583,0.12182502,-,-,-,22.74509811,21.96078491,-,-,912.5,-,-,-,-,-,0.439834,0.00733057,-,6.56167984,752.3339233,106.9381256,43.74248886,-79.83184814,14,4.9938035,41,12.01224422,24.80378723,30.70136261,0,-,1.17647064,445,12.79321766,12.42742348,4.70588255,50.85078049,-,0.7027545,146.7290039,301.5610046
Fri May 25 19:24:56 EDT 2018,24:56.2,-79.83164163,43.74245834,4.2400045,3,229.2047875,90.90372,-3.69784451,-7.4292078,4.97754526,0.01360094,-,-,-,4.70588255,-0.00933155,0,0,-,-,14.83368492,14.95794964,17.00811005,7.14576864,0.07715497,0.12003434,-,-,-,22.74509811,17.25490189,-,-,1012.5,-,-,-,-,-,0.42344344,0.00705739,-,9.84251976,751.9841919,90.90371704,43.74245834,-79.83164215,14,-,41,7.48632717,24.8001709,31.13824844,0,-,1.17647064,449,9.48462009,4.97096968,4.70588255,-,-,0.71330053,149.5729981,301.5610046
Fri May 25 19:24:59 EDT 2018,24:59.2,-79.83155353,43.74245823,2.6280406,3,229.1750317,92.06439,-2.45166254,-6.3147068,7.10599041,0.01677863,-,-,-,7.05882359,0.00194886,23.52941132,24.31372643,-,-,14.7677393,14.70583153,16.69684601,7.11480665,0.09713917,0.11972068,-,-,-,55.29411697,25.88235283,-,-,1912.5,-,-,-,-,-,1.91541708,0.03192362,-,9.84251976,751.8865967,92.06439209,43.74245834,-79.8315506,14,10.78816128,42,1.10334051,24.77560425,31.63516998,0,-,3.13725495,451,5.87875938,7.45645428,10.58823586,-,-,0.71771067,152.852005,301.5610046
Fri May 25 19:25:02 EDT 2018,25:02.2,-79.83136571,43.7424627,6.386468,3,228.7907114,86.89613,-3.44884753,-6.56849241,5.88973618,0.00768765,-,-,-,11.37254906,-0.05408231,23.92156982,41.17647171,-,-,14.61386681,14.64975643,16.62907791,7.15107059,0.61903244,0.12081986,-,-,-,38.82352829,50.98039246,-,-,1850,-,-,-,-,-,1.47998643,0.02466644,-,9.84251976,750.6256714,86.89613342,43.74246216,-79.83136749,14,22.49404907,42,4.64086103,24.73694229,32.06292343,0,-,7.05882359,454,14.28612137,17.39839363,14.90196133,78.17726135,-,0.72711664,155.7129974,301.5610046
Fri May 25 19:25:05 EDT 2018,25:05.2,-79.8310334,43.74247951,8.899788,3,228.2681642,96.14388,-2.19787717,-7.79671764,4.99909306,0.02768931,-,-,-,7.45098066,-0.01374459,12.54901981,11.37254906,-,-,14.81170368,14.63584995,16.69513702,7.27592087,0.21769468,0.12022018,-,-,-,24.70588303,21.1764698,-,-,1450,-,-,-,-,-,0.65948397,0.0109914,-,9.84251976,748.9112549,96.14388275,43.74248123,-79.8310318,14,8.85884285,42,12.81824875,24.726017,32.47068024,0,-,3.52941179,457,19.90825653,21.12662125,7.45098066,74.46380615,-,0.74379957,158.473999,301.5610046
Fri May 25 19:25:08 EDT 2018,25:08.2,-79.83068302,43.74241211,10.061953,3,227.7240409,126.831055,-1.63284552,-8.11035824,5.20738888,0.03074285,-,-,-,6.66666698,0.01260223,11.76470566,10.98039246,-,-,14.80587101,14.83996487,16.8146801,7.42320395,0.04786151,0.11803077,-,-,-,26.27450943,18.03921509,-,-,1500,-,-,-,-,-,0.76359057,0.01272651,-,9.84251976,747.1261597,126.8310547,43.74241257,-79.83068085,14,7.10021305,42,12.45445919,24.72196388,32.92676163,0,-,2.74509811,460,22.50794792,22.36936378,7.45098066,45.9626236,-,0.76214826,161.602005,301.5610046
Fri May 25 19:25:11 EDT 2018,25:11.2,-79.83043086,43.74218838,11.306618,4,227.3078949,164.37236,-1.47961664,-8.36534119,5.33906984,0.03970313,-,-,-,4.31372547,0.00516729,2.74509811,1.96078432,-,-,14.7417202,14.91398621,16.97493935,7.58813572,0.03982457,0.11574141,-,-,-,23.52941132,14.90196037,-,-,1312.5,-,-,-,-,-,1.08863437,0.01814391,-,13.12335968,745.7608032,164.3723602,43.7421875,-79.83042908,14,9.23106194,42,9.70646095,24.71374702,33.33998489,0,-,1.17647064,463,25.29218292,24.85484695,5.09803915,53.47598267,-,0.78241563,165.0429993,301.5610046
Fri May 25 19:25:14 EDT 2018,25:14.2,-79.83044195,43.74186444,12.269548,3,227.0227568,201.68422,-0.84515321,-8.43237877,5.48391914,0.04796928,-,-,-,13.33333397,0.03472975,25.09803963,24.31372643,-,-,14.68968201,14.55779076,17.15524864,7.76204681,0.06109779,0.11454605,-,-,-,53.72549057,43.92156982,-,-,1725,-,-,-,-,-,1.77719712,0.02961995,-,9.84251976,744.8253174,201.6842194,43.74186325,-79.83044434,14,22.62329865,42,6.54033518,24.68566513,33.80306625,0,-,9.01960754,466,27.44619751,27.34033203,13.33333397,-,-,0.80508417,167.7330017,301.5610046
Fri May 25 19:25:17 EDT 2018,25:17.2,-79.83075917,43.74159161,13.600434,3,227.1632594,238.27992,-1.48919344,-8.03015232,6.49068069,0.04553242,-,-,-,18.4313736,0.03893339,40,39.60784531,-,-,14.67398071,14.45595646,17.40720749,7.96888399,0.12155392,0.11325446,-,-,-,75.29412079,55.68627548,-,-,2087.5,-,-,-,-,-,3.2062788,0.05343798,-,9.84251976,745.2862549,238.2799225,43.74159241,-79.83075714,14,30.89918709,40,4.11956787,24.63441467,34.25850296,0,-,14.11764717,469,30.42330551,32.31130219,20.3921566,43.65624619,-,0.8301025,170.9839935,301.5610046
Fri May 25 19:25:20 EDT 2018,25:20.2,-79.83129948,43.74144776,15.818705,3,227.8149472,256.63727,-2.53665662,-6.81629229,6.07648373,0.02434036,-,-,-,29.41176605,-0.00597142,49.41176605,49.01960754,-,-,14.74396324,14.579772,17.64172745,8.13795853,0.17494482,0.11301639,-,-,-,76.86274719,65.09803772,-,-,2087.5,-,-,-,-,-,3.35298014,0.055883,-,9.84251976,747.4243774,256.6372681,43.74144745,-79.83129883,14,28.58592796,39,4.5696187,24.58617973,34.65388107,0,-,24.70588303,472,35.3854332,37.28227234,29.41176605,95.28321838,-,0.85907423,173.8430023,301.5610046
Fri May 25 19:25:23 EDT 2018,25:23.2,-79.83195276,43.74136737,17.770275,4,228.3534999,261.64798,-1.88782799,-6.24527502,5.77601147,0.01502081,-,-,-,61.56863022,0.05006201,61.56863022,61.17647171,-,-,14.74575806,14.72781372,17.93834305,8.33673,0.16636641,0.11375467,-,-,-,86.66667175,76.07843018,-,-,3175,-,-,-,-,-,6.23694134,0.10394903,-,13.12335968,749.1912842,261.6479797,43.74136734,-79.83195496,14,53.39453125,39,2.79547262,24.50613022,35.04004669,0,-,55.29411697,475,39.75097275,43.49598312,49.80392075,88.14987183,-,0.89224845,176.6690064,301.5610046
Fri May 25 19:25:26 EDT 2018,25:26.2,-79.8326994,43.74136072,21.595337,4,228.4765763,272.23322,-3.13161588,-6.96592999,6.34942293,0.04537833,-,-,0,49.41176605,0.05195663,56.86274719,56.07843399,-,-,14.73588848,14.64392281,18.5151825,8.69919682,0.24911021,0.11450586,-,-,-,78.03921509,70.58823395,-,-,2762.5,-,-,-,-,-,4.82111979,0.08035199,-,13.12335968,749.5950928,272.2332153,43.74135971,-79.83270264,14,33.69509888,38,4.27395201,24.40575981,35.44207382,0,-,43.13725662,478,48.30739212,48.46695328,43.52941132,102.582222,-,0.92970109,179.6470032,301.5610046
Fri May 25 19:25:29 EDT 2018,25:29.2,-79.83353574,43.74143327,22.585178,4,228.3228686,280.1355,-2.78325939,-7.38611221,5.90410137,-0.00549511,-,-,0,10.98039246,-0.05768179,21.96078491,21.17647171,-,-,14.9256506,14.8498354,19.14317131,9.08999634,0.08639174,0.11206766,-,-,-,56.86274719,29.80392075,-,-,1750,-,-,-,-,-,2.06243157,0.03437386,-,13.12335968,749.0908203,280.1354981,43.74143219,-79.83353424,14,43.1844368,38,10.24692059,24.36172676,35.82470703,0,-,6.27450991,481,50.52160263,49.70969391,13.72549057,180.885788,-,0.97188276,182.5160065,301.5610046
Fri May 25 19:25:32 EDT 2018,25:32.2,-79.83435781,43.741589,22.974865,4,227.7547372,287.9454,-2.60848284,-7.67341661,5.73531008,-0.00006385,-,-,0,18.03921509,-0.00546097,36.86274719,36.07843018,-,-,14.64571762,14.45999432,19.74669266,9.47349072,0.06531227,0.11027067,-,-,-,69.80392456,54.90196228,-,-,1812.5,-,-,-,-,-,2.46524739,0.04108746,-,13.12335968,747.2268066,287.9454041,43.74158859,-79.83435822,14,21.22215843,38,8.78691196,24.32237816,36.25676727,0,-,13.72549057,483,51.39330673,50.95243835,18.4313736,-,-,1.01443195,185.7969971,301.5610046
Fri May 25 19:25:35 EDT 2018,25:35.2,-79.8351628,43.74182284,23.425276,3,227.208617,295.49625,-2.48159003,-7.57525396,5.47553921,-0.00563532,-,-,0,14.11764717,-0.00865121,27.45098114,27.05882454,-,-,14.80362797,14.79779625,20.15473175,9.73417473,0.20706052,0.10713337,-,-,-,65.88235474,47.84313583,-,-,1662.5,-,-,-,-,-,2.09547615,0.0349246,-,9.84251976,745.4351196,295.4962463,43.74182129,-79.8351593,14,18.6420269,37,10.58959866,24.298666,36.63978577,0,-,9.8039217,487,52.40084839,52.19517899,14.11764717,-,-,1.05787325,188.7429962,301.5610046
Fri May 25 19:25:38 EDT 2018,25:38.2,-79.83592576,43.74213778,23.745462,4,226.8147771,304.64252,-2.60130024,-7.43998194,5.6323595,0.015432,-,-,0,18.4313736,0.03191369,36.86274719,36.07843018,-,-,14.66769886,14.73992634,20.75926971,10.12491989,0.07242949,0.10460716,-,-,-,69.01960754,56.47058868,-,-,1762.5,-,-,-,-,-,2.38342643,0.03972377,-,13.12335968,744.1429443,304.6425171,43.74213791,-79.83592224,14,-,36,9.31023216,24.27223587,36.98897171,0,-,13.72549057,490,53.11708832,52.19517899,18.4313736,-,-,1.10184896,191.4600067,301.5610046
Fri May 25 19:25:41 EDT 2018,25:41.2,-79.83663668,43.74253677,24.266691,4,226.3105793,311.6334,-2.9125464,-7.02937603,5.77361727,-0.00319283,-,-,0,17.64705849,-0.02602575,36.07843018,35.29411697,-,-,14.63360596,14.61386681,21.35675621,10.51609325,0.06167544,0.10237218,-,-,-,70.58823395,56.47058868,-,-,1675,-,-,-,-,-,2.31023216,0.03850387,-,13.12335968,742.4887695,311.6333923,43.74253845,-79.8366394,14,18.04798126,36,9.8338995,24.22699738,37.43782043,0,-,13.33333397,492,54.28303909,53.43792343,17.64705849,77.30242157,-,1.14687288,194.996994,301.5610046
Fri May 25 19:25:44 EDT 2018,25:44.2,-79.83730153,43.74300144,24.923674,4,225.8716799,315.36285,-3.17351437,-7.10958195,5.35343504,-0.00074521,-,-,0,16.47058868,-0.01387645,37.64706039,36.86274719,-,-,14.64796257,14.08764935,21.76314735,10.78294849,0.10395215,0.10088236,-,-,-,60.39215851,55.68627548,-,-,1487.5,-,-,-,-,-,1.61987722,0.02699795,-,13.12335968,741.0488281,315.362854,43.74300003,-79.83730316,14,26.49041367,36,14.35104465,24.20751572,37.68502045,0.0951389,-,12.54901981,495,55.75266647,55.92340851,18.03921509,81.88722992,-,1.19310248,197.7290039,301.5610046
Fri May 25 19:25:47 EDT 2018,25:47.2,-79.83795521,43.74350013,25.634932,4,225.3881739,314.98407,-3.32434916,-7.11796188,5.88494778,0.03799457,-,-,0,20.7843132,0.05784316,39.2156868,38.82352829,-,-,14.70358849,14.73185062,22.37680435,11.18840218,0.0755188,0.09797246,-,-,-,71.76470947,61.96078491,-,-,1700,-,-,-,-,-,2.37783313,0.03963055,-,13.12335968,739.4625244,314.9840698,43.74349976,-79.83795166,14,22.34498215,36,9.99871254,24.18622208,37.46590042,0.67603892,-,16.07843208,499,57.34370804,57.16614914,21.56862831,-,-,1.24059975,200.6490021,301.5610046
Fri May 25 19:25:50 EDT 2018,25:50.2,-79.83864355,43.74401085,26.718912,4,224.8785667,314.9395,-3.79840088,-6.40808105,5.76763201,0.04737763,-,-,0,15.68627453,0.04752262,31.37254906,30.58823586,-,-,14.64571762,14.37565613,23.00535393,11.60507488,0.08481745,0.09575938,-,-,-,62.35294342,54.90196228,-,-,1612.5,-,-,-,-,-,1.9285326,0.03214221,-,13.12335968,737.7905884,314.9395142,43.74401093,-79.83864594,14,24.49860382,35,13.15004444,24.15307426,37.2220459,1.32250535,-,11.37254906,501,59.76850128,59.65163422,16.07843208,110.2118683,-,1.28990054,203.9389954,301.5610046
Fri May 25 19:25:53 EDT 2018,25:53.2,-79.83935958,43.74453919,27.716026,4,224.3959928,315.391,-3.7325604,-7.10239935,5.32470465,-0.0503701,-,-,28.09000015,16.47058868,-0.07341201,37.64706039,36.86274719,-,-,14.66366291,14.66186714,23.43869972,11.89220142,0.05407142,0.09414823,-,-,-,70.58823395,57.25490189,-,-,1662.5,-,-,-,-,-,2.24142313,0.03735705,-,13.12335968,736.2073364,315.3909912,43.74453735,-79.8393631,14,23.02925301,35,11.55008507,24.13825226,37.02013016,1.85779464,-,12.54901981,505,61.99898529,60.89437866,15.68627453,-,-,1.34104168,206.6959992,301.5610046
Fri May 25 19:25:56 EDT 2018,25:56.2,-79.84007892,43.74508496,27.699081,4,224.1055598,315.58746,-3.43089104,-7.19098473,5.84783745,0.00359175,-,-,28.09000015,10.98039246,-0.08337256,21.96078491,21.17647171,-,-,14.81394672,14.58964252,23.87636757,12.18324852,0.24496858,0.09074941,-,-,-,60,32.94117737,-,-,1625,-,-,-,-,-,1.77963328,0.02966055,-,13.12335968,735.2544556,315.5874634,43.74508667,-79.84008026,14,27.98700333,35,14.54717064,24.1408596,36.80397034,2.43084216,-,6.27450991,507,61.96107864,60.89437866,10.1960783,120.7809753,-,1.39315665,209.6809998,301.5610046
Fri May 25 19:25:59 EDT 2018,25:59.2,-79.84078792,43.74562654,27.276142,4,224.4557402,315.7736,-3.40216064,-6.91206026,5.63355637,-0.01736155,-,-,28.09000015,15.29411793,-0.08066364,34.50980377,33.72549057,-,-,14.78388977,14.579772,24.5037899,12.60805511,0.03645757,0.08862759,-,-,-,68.62744904,54.11764526,-,-,1612.5,-,-,-,-,-,2.01728463,0.03362141,-,13.12335968,736.4033203,315.7735901,43.74562836,-79.84078979,14,-,35,12.83340359,24.12543869,36.5903244,2.99723649,-,10.58823586,510,61.01498795,59.65163422,14.90196133,-,-,1.44470537,212.6660004,301.5610046
Fri May 25 19:26:02 EDT 2018,26:02.2,-79.84148799,43.74615574,26.594473,3,224.9294783,315.82944,-3.77685308,-7.04134703,5.24330187,-0.0067839,-,-,28.09000015,5.09803915,-0.12235472,0,0,-,-,14.95794964,29.39955139,24.89650345,12.87998295,0.02048329,0.08647817,-,-,-,16.07843208,14.11764717,-,-,1512.5,-,-,-,-,-,0,0,-,9.84251976,737.9575806,315.8294373,43.74615479,-79.8414917,14,-,35,217.6716766,24.1175518,36.38040543,3.55373621,-,0.78431374,513,59.49013901,58.40889359,5.49019623,-,-,1.49533129,215.6329956,301.5610046
