GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-30mph Time(s),0-60mph Time(s),40-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Cost per mile/km (Instant)($/m),Cost per mile/km (Trip)($/m),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(Â°C),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(Â°C),Exhaust gas temp Bank 1 Sensor 2(Â°C),Exhaust gas temp Bank 2 Sensor 1(Â°C),Exhaust gas temp Bank 2 Sensor 2(Â°C),Exhaust Pressure(psi),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Rate (direct from ECU)(L/m),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),GPS Satellites,Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Percentage of City driving(%),Percentage of Highway driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Torque(Nm),Transmission Temperature(Method 2)(Â°C),Trip Distance(miles),Trip time(whilst moving)(s),Trip time(whilst stationary)(s)
Fri May 25 19:33:15 EDT 2018,33:14.5,-79.8740499,43.75264481,22.46675,4,248.9322063,135.7644,0.58777654,-8.1606369,4.60165548,-0.02411419,-,-,0,5.49019623,0.02865529,5.49019623,4.31372547,-,-,14.8498354,14.84759235,31.18399239,23.05413818,0.03655566,0.05445374,-,-,-,34.50980377,22.74509811,-,-,1312.5,-,-,-,-,-,0.99350065,0.01655835,-,13.12335968,816.7067261,135.7644043,43.75264359,-79.87404633,14,-,32,21.27182579,22.46787643,57.03794861,3.82156563,-,1.96078432,935,50.25668335,49.70969391,4.70588255,-,-,5.19204712,591.3330078,358.480011
Fri May 25 19:33:18 EDT 2018,33:17.6,-79.87345995,43.75220794,22.888443,4,248.2503509,136.02003,0.84754741,-8.47667122,4.677073,0.02458611,-,-,0,7.45098066,-0.02921176,12.94117641,12.54901981,-,-,14.91578007,14.9337244,31.29318047,23.17020226,0.05129752,0.05412407,-,-,-,48.62745285,29.01960754,-,-,1337.5,-,-,-,-,-,1.28018093,0.02133635,-,13.12335968,814.4696655,136.0200348,43.75220871,-79.87345886,14,20.72790146,32,16.50827026,22.46136284,57.17308426,3.8095448,-,3.52941179,939,51.1999855,50.95243835,9.01960754,-,-,5.23425341,594.3300171,358.480011
Fri May 25 19:33:21 EDT 2018,33:20.5,-79.8728608,43.75176537,22.570194,4,247.708791,134.7581,0.82240826,-8.52934361,4.0066967,0.01695542,-,-,0,9.01960754,-0.04799541,14.90196133,13.33333397,-,-,14.75158978,14.79375935,31.40837288,23.29064369,0.07078831,0.05389392,-,-,-,40.39215851,36.07843018,-,-,1337.5,-,-,-,-,-,1.00888586,0.01681476,-,13.12335968,812.6928711,134.7581024,43.7517662,-79.87286377,14,20.72790146,32,21.47112274,22.45571327,57.30813217,3.79753184,-,5.49019623,941,50.4880867,50.95243835,6.27450991,-,-,5.27706575,597.3439941,358.480011
Fri May 25 19:33:24 EDT 2018,33:23.6,-79.8722552,43.75133415,22.708633,4,247.6512306,135.81207,0.29209262,-7.62553263,4.24491978,-0.00963758,-,-,0,10.98039246,0.0180488,20,19.2156868,-,-,14.71166325,14.72960758,31.51498032,23.40468407,0.07788846,0.05369117,-,-,-,60.7843132,43.92156982,-,-,1337.5,-,-,-,-,-,1.40673208,0.02344554,-,13.12335968,812.5040283,135.8120728,43.75133514,-79.87225342,14,-,32,15.02316666,22.45072556,57.44202042,3.78562212,-,7.84313726,944,50.79776382,49.70969391,10.58823586,-,-,5.3195529,600.3510132,358.480011
Fri May 25 19:33:27 EDT 2018,33:26.5,-79.87166563,43.75088364,23.023052,4,247.3263082,135.91295,0.57939678,-7.96550894,4.94043541,0.05065362,-,-,0,10.58823586,0.00014021,18.8235302,18.03921509,-,-,14.72781372,14.77985287,31.6251545,23.52130127,0.08071744,0.05357565,-,-,-,59.2156868,42.35293961,-,-,1362.5,-,-,-,-,-,1.50725865,0.02512098,-,13.12335968,811.4380493,135.9129486,43.75088501,-79.87166595,14,19.46694183,32,14.37172985,22.44434547,57.57705688,3.77361035,-,6.66666698,947,51.50110245,50.95243835,11.37254906,102.6809921,-,5.36242771,603.4030151,358.480011
Fri May 25 19:33:30 EDT 2018,33:29.5,-79.87106604,43.75043157,23.132608,4,247.2040142,135.83318,0.41060558,-8.43596935,4.65432787,-0.03002538,-,-,0,8.23529434,0.02365039,16.47058868,15.68627453,-,-,14.67981243,14.5277338,31.69948959,23.59967804,0.06444655,0.05337669,-,-,-,31.76470566,32.15686417,-,-,1350,-,-,-,-,-,0.69542533,0.01159042,-,13.12335968,811.0368042,135.8331757,43.75043106,-79.87106323,14,-,31,31.14915657,22.43660736,57.70571899,3.76216578,-,4.70588255,950,51.74617004,50.95243835,10.58823586,-,-,5.40572596,606.3289795,358.480011
Fri May 25 19:33:33 EDT 2018,33:32.5,-79.87047226,43.74998048,22.99938,4,247.1360702,134.98482,0.54348379,-9.23204136,4.41610527,0.06368035,-,-,0,5.49019623,0.0450372,7.45098066,7.05882359,-,-,14.86194706,15.4218111,31.7732563,23.67760468,0.02467653,0.05309672,-,-,-,38.82352829,18.8235302,-,-,1337.5,-,-,-,-,-,1.04694998,0.01744917,-,13.12335968,810.8138428,134.9848175,43.74998093,-79.87047577,14,-,32,20.69049263,22.4455986,57.83673859,3.75051141,-,1.96078432,953,51.44814682,49.70969391,5.09803915,-,-,5.44877625,609.3270264,358.480011
Fri May 25 19:33:36 EDT 2018,33:35.5,-79.86986987,43.74954049,23.072367,4,247.0470685,135.8355,0.63206923,-7.62074423,4.23414564,0.01183012,-,-,0,10.1960783,0.10726603,18.8235302,18.03921509,-,-,14.64975643,14.55958462,31.88285065,23.79366875,0.06741884,0.05280448,-,-,-,57.64706039,37.64706039,-,-,1362.5,-,-,-,-,-,1.66977561,0.02782959,-,13.12335968,810.5219116,135.835495,43.74954224,-79.86987305,14,-,32,12.97294807,22.43642998,57.96716309,3.73890972,-,6.66666698,956,51.61141205,50.95243835,11.37254906,-,-,5.49157619,612.3289795,358.480011
Fri May 25 19:33:39 EDT 2018,33:38.5,-79.86927081,43.74908744,23.746769,4,246.7137742,136.07115,0.58298814,-7.4531498,4.12880087,-0.00085805,-,-,0,16.86274529,0.02681166,25.88235283,25.49019623,-,-,14.74979496,14.7417202,31.9912014,23.90874863,0.04282551,0.05270214,-,-,-,68.62744904,57.25490189,-,-,1400,-,-,-,-,-,1.82658184,0.03044303,-,13.12335968,809.4284058,136.0711517,43.74908829,-79.86927032,14,24.31230927,31,12.14851284,22.41793251,58.09721375,3.72734141,-,12.94117641,959,53.12000656,52.19517899,13.33333397,-,-,5.53490305,615.34198,358.480011
Fri May 25 19:33:42 EDT 2018,33:41.5,-79.8686517,43.74863217,23.7373,4,246.3517099,135.84494,0.533907,-8.9998045,4.93923807,0.06690627,-,-,0,11.37254906,0.0233413,20.7843132,20.3921566,-,-,14.67173767,14.79375935,32.10534668,24.02810097,0.04711217,0.05251925,-,-,-,56.47058868,43.92156982,-,-,1387.5,-,-,-,-,-,1.52252388,0.0253754,-,13.12335968,808.2405396,135.8449402,43.74863052,-79.86865234,14,24.31230927,31,14.57464886,22.41394043,58.22650528,3.71584058,-,7.84313726,962,53.09883118,52.19517899,11.37254906,-,-,5.57904053,618.3560181,358.480011
Fri May 25 19:33:45 EDT 2018,33:44.5,-79.86802867,43.74816921,23.904716,4,246.1240844,136.07866,0.75297642,-8.15824223,4.35505295,-0.00774552,-,-,0,10.1960783,-0.03835681,15.68627453,14.90196133,-,-,14.84579754,14.44160175,32.21821213,24.14645004,0.18943229,0.05232676,-,-,-,52.54901886,37.64706039,-,-,1400,-,-,-,-,-,1.26963699,0.02116062,-,13.12335968,807.4937134,136.0786591,43.74816895,-79.86802673,14,-,30,17.47763443,22.40430832,58.35292053,3.7045958,-,6.27450991,965,53.47332764,52.19517899,10.98039246,-,-,5.62370157,621.3209839,358.480011
Fri May 25 19:33:48 EDT 2018,33:47.6,-79.86739577,43.74771607,24.06658,6,245.8254973,135.93037,0.20350714,-8.27795219,5.07091904,0.01249377,-,-,0,10.98039246,-0.00493309,20.7843132,20.3921566,-,-,14.82561016,14.78388977,32.29507065,24.22653389,0.04038822,0.05204025,-,-,-,45.88235474,46.27450943,-,-,1412.5,-,-,-,-,-,1.25885391,0.0209809,-,19.68503952,806.5140991,135.9303742,43.747715,-79.86739349,14,19.29548454,30,18.04704475,22.39949608,58.4804306,3.69325352,-,7.45098066,968,53.83540344,53.43792343,10.58823586,-,-,5.66822481,624.3300171,358.480011
Fri May 25 19:33:51 EDT 2018,33:50.6,-79.86677568,43.74725443,23.570187,4,245.5000924,135.3695,0.23343466,-9.11711979,4.85544109,0.07221812,-,-,0,4.70588255,0.04412567,0,0,-,-,0,29.39955139,32.41044235,24.34668922,0.02968047,0.05173407,-,-,-,15.29411793,13.33333302,-,-,1362.5,-,-,-,-,-,0,0,-,13.12335968,805.4464722,135.3695068,43.74725342,-79.86677551,14,-,30,217.6716766,22.416996,58.60691071,3.68200278,-,0.78431374,971,52.72500229,52.19517899,4.70588255,-,-,5.71271753,627.3330078,358.480011
Fri May 25 19:33:54 EDT 2018,33:53.5,-79.86617873,43.74680533,23.125732,4,245.2822385,135.35767,0.72544312,-8.51617527,3.75530529,0.01098581,-,-,0,6.27450991,-0.03740942,10.98039246,10.1960783,-,-,14.69999981,13.279706,32.51536942,24.45895958,0.0059878,0.05160124,-,-,-,26.66666794,18.8235302,-,-,1325,-,-,-,-,-,0.83573395,0.0139289,-,13.12335968,804.7317505,135.357666,43.7468071,-79.86618042,14,-,31,25.91962624,22.42156219,58.73779678,3.67036033,-,2.74509811,973,51.73078537,50.95243835,7.45098066,-,-,5.75577784,630.460022,358.480011
Fri May 25 19:33:56 EDT 2018,33:56.6,-79.86579586,43.74650467,22.287289,4,245.0257367,135.13385,0.20350714,-8.49582481,4.45321512,-0.05107658,-,-,0,4.70588255,-0.09039774,3.92156863,2.74509811,-,-,14.96198654,14.35187912,32.57858276,24.52871513,0.02601258,0.05131326,-,-,-,18.4313736,17.25490189,-,-,1312.5,-,-,-,-,-,0.49307752,0.00821796,-,13.12335968,803.8902588,135.1338501,43.74650574,-79.86579895,14,-,31,42.86054611,22.42894936,58.85549927,3.65989041,-,1.17647064,976,49.85524368,49.70969391,4.31372547,-,-,5.78402853,633.2890015,358.480011
Fri May 25 19:34:00 EDT 2018,33:59.6,-79.86503706,43.74593206,21.333782,4,244.287545,135.6238,0.25857377,-8.83221054,4.36103821,0.02344447,-,-,0,4.31372547,0.05526685,0,0,-,-,0,29.39955139,32.6367836,24.59465981,0.0102531,0.05099737,-,-,-,17.25490189,13.33333302,-,-,1225,-,-,-,-,-,0,0,-,13.12335968,801.4683228,135.6237946,43.74593353,-79.86503601,14,-,31,217.6716766,22.44582367,58.98193359,3.64864373,-,1.17647064,980,47.72230911,47.22420883,4.70588255,-,-,5.83885956,636.3460083,358.480011
Fri May 25 19:34:03 EDT 2018,34:02.5,-79.86448861,43.74553631,20.27635,4,243.9928812,136.27736,0.29927522,-8.765172,4.55018044,0.03565393,-,-,0,4.31372547,0.05706352,0,0,-,-,0,29.39955139,32.70970535,24.68267059,0,0.05052563,-,-,-,18.8235302,14.11764717,-,-,1162.5,-,-,-,-,-,0,0,-,13.12335968,800.5015869,136.277359,43.7455368,-79.86448669,14,-,31,217.6716766,22.46700859,59.10960388,3.63728738,-,0.78431374,982,45.35690308,44.73872757,4.70588255,-,-,5.87759924,639.4520264,358.480011
Fri May 25 19:34:06 EDT 2018,34:05.5,-79.86397762,43.7451594,19.3668,4,243.7320549,136.33464,-0.12449849,-8.59757805,4.06296015,0.03159163,-,-,0,4.31372547,-0.0157974,0,0,-,-,0,29.39955139,32.74885559,24.7341423,0,0.05030596,-,-,-,20.3921566,14.90196037,-,-,1112.5,-,-,-,-,-,0,0,-,13.12335968,799.645874,136.3346405,43.74515915,-79.86397552,14,-,31,217.6716766,22.47695541,59.22796631,3.62675881,-,1.17647064,985,43.32229996,42.25324249,4.70588255,-,-,5.91408873,642.348999,358.480011
Fri May 25 19:34:09 EDT 2018,34:08.5,-79.86350199,43.7448134,17.588669,4,243.20998,136.20189,0.36152446,-8.48983955,4.6722846,0.00751531,-,-,-,4.31372547,0.02981634,0,0,-,-,0,29.39955139,32.77648544,24.77685928,0,0.04980315,-,-,-,21.96078491,16.47058868,-,-,1037.5,-,-,-,-,-,0,0,-,13.12335968,797.9329834,136.201889,43.74481201,-79.8635025,14,-,31,217.6716766,22.49114418,59.34949493,3.61594844,-,1.17647064,989,39.34473038,38.52501297,4.70588255,-,-,5.94781876,645.3410034,358.480011
Fri May 25 19:34:12 EDT 2018,34:11.5,-79.86307932,43.74448679,15.284795,4,242.638482,135.69276,-0.09576806,-8.57124233,4.29878902,0.01214102,-,-,-,4.31372547,0.02997869,0,0,-,-,0,29.39955139,32.80080032,24.82783127,0,0.04962328,-,-,-,19.6078434,16.47058868,-,-,1212.5,-,-,-,-,-,0,0,-,13.12335968,796.0580444,135.6927643,43.74448776,-79.86308289,14,-,31,217.6716766,22.50410461,59.4701767,3.6052134,-,1.17647064,991,34.19111252,34.79678726,4.70588255,-,-,5.9787426,648.3300171,358.480011
Fri May 25 19:34:15 EDT 2018,34:14.6,-79.8627122,43.74420019,12.856446,4,242.0338863,136.42982,-0.80924016,-9.20809937,3.69305611,0.01780485,-,-,-,4.31372547,-0.01480658,0,0,-,-,0,29.39955139,32.798172,24.85821152,0,0.04945493,-,-,-,18.03921509,13.33333302,-,-,1250,-,-,-,-,-,0,0,-,13.12335968,794.0744629,136.4298248,43.74420166,-79.86270905,14,-,31,217.6716766,22.51568413,59.59143066,3.59442782,-,1.17647064,994,28.75905228,28.58307457,4.70588255,-,-,6.00574636,651.3510132,358.480011
Fri May 25 19:34:18 EDT 2018,34:17.5,-79.86243998,43.74397894,8.728226,4,241.3517954,136.86401,-0.84874451,-9.54209042,4.23653984,0.0132404,-,-,-,4.31372547,0.05679544,0,0,-,-,0,13.5237484,32.7698555,24.85820198,0,0.04923256,-,-,-,16.07843208,12.54901981,-,-,1187.5,-,-,-,-,-,0,0,-,13.12335968,791.8366089,136.8640137,43.74398041,-79.86244202,14,-,31,217.6716766,22.52501106,59.71004868,3.58387661,-,1.17647064,997,19.52448463,18.64113617,4.70588255,-,-,6.02622795,654.3239746,358.480011
Fri May 25 19:34:21 EDT 2018,34:20.6,-79.86228006,43.74385715,3.576266,4,241.0733741,136.58214,-1.34673846,-9.06205368,3.8774097,0.03019812,-,-,-,4.31372547,0.00753877,0,0,-,-,12.49957561,12.47759342,32.66825867,24.81308937,0.04372182,0.04904378,-,-,-,22.35294151,15.68627453,-,-,975,-,-,-,-,-,0.47694257,0.00794904,-,13.12335968,790.9231567,136.5821381,43.74385834,-79.8622818,14,-,32,9.96986675,22.52523804,59.83030319,3.57317948,-,1.17647064,1000,7.99987936,8.69919682,4.31372547,-,-,6.03785133,657.3560181,358.480011
Fri May 25 19:34:24 EDT 2018,34:23.6,-79.8622365,43.74382305,1.9911404,3,241.00522,138.34785,1.33955586,-8.15225697,5.44561195,0.01979209,-,-,-,4.70588255,0.03547365,0,0,-,-,14.88976097,15.2598629,32.51075363,24.7250824,0.11414688,0.04907763,-,-,-,44.70588303,24.31372643,-,-,1400,-,-,-,-,-,1.28423989,0.021404,-,9.84251976,790.6995239,138.3478546,43.74382401,-79.86223602,14,-,31,0.82280475,22.51075363,59.76583862,3.56244802,-,1.17647064,1003,4.45405388,3.72822714,6.27450991,-,-,6.04106045,660.4160156,358.480011
Fri May 25 19:34:27 EDT 2018,34:26.5,-79.86212915,43.74378236,4.2825823,3,240.5574103,77.34361,0.04189853,-7.10000515,7.33822823,0.09851287,-,-,-,8.23529434,0.18210012,16.07843208,14.11764717,-,-,14.86777973,14.71390629,32.42050552,24.67731285,1.0256418,0.04918129,-,-,-,31.76470566,29.80392075,-,-,1362.5,-,-,-,-,-,0.7965706,0.01327618,-,9.84251976,789.2303467,77.34361267,43.74378204,-79.86212921,15,6.66090965,32,4.64287186,22.49661064,59.88046646,3.55229902,-,3.92156863,1006,9.57986355,8.69919682,7.45098066,37.02077866,-,6.04730892,663.3270264,358.480011
Fri May 25 19:34:30 EDT 2018,34:29.5,-79.86199447,43.74385772,5.788584,3,240.0118291,46.959446,1.74896431,-8.81305599,5.30435371,0.07652019,-,-,-,12.94117641,0.16463812,31.76470566,31.37254906,-,-,14.68160725,14.72557068,32.30695724,24.6218338,0.34393308,0.04936419,-,-,-,54.50980377,41.5686264,-,-,2025,-,-,-,-,-,2.2154963,0.03692494,-,9.84251976,787.4403687,46.95944595,43.74385834,-79.86199188,15,8.63977242,32,2.38474464,22.47143745,59.99755859,3.54193091,-,8.23529434,1009,12.94869423,13.67016602,12.15686321,31.54959488,-,6.05594063,666.3179932,358.480011
Fri May 25 19:34:33 EDT 2018,34:32.6,-79.86180245,43.74403658,9.971914,3,239.9004027,39.000023,1.36230075,-8.32703304,4.32871675,0.01479935,-,-,-,16.47058868,-0.02230012,33.33333206,32.94117737,-,-,14.67173767,14.65379333,32.22701263,24.59148598,0.3698858,0.04961077,-,-,-,68.62744904,53.33333206,-,-,1712.5,-,-,-,-,-,2.34351897,0.03905865,-,9.84251976,787.0748291,39.00002289,43.74403763,-79.86180115,15,30.62075233,32,3.60715199,22.43129158,60.11436462,3.53158903,-,11.76470566,1012,22.30653763,22.36936378,16.47058868,84.38784027,-,6.07159376,669.3189697,358.480011
Fri May 25 19:34:36 EDT 2018,34:35.5,-79.86154162,43.74428362,12.52775,4,239.8584336,38.488834,1.30962837,-8.62870312,4.94163227,0.00545867,-,-,-,14.90196133,0.01283078,32.54901886,32.15686417,-,-,14.72960758,14.71390629,32.19930267,24.59053993,0.15332343,0.0497455,-,-,-,70.58823395,55.68627548,-,-,1475,-,-,-,-,-,1.97133768,0.03285563,-,13.12335968,786.9371338,38.48883438,43.74428177,-79.86154175,15,22.49012184,32,5.62822199,22.41039276,60.22994614,3.52135491,-,10.98039246,1014,28.02377892,27.34033203,16.07843208,82.86729431,-,6.09307194,672.3060303,358.480011
Fri May 25 19:34:39 EDT 2018,34:38.6,-79.86123332,43.74458111,14.459724,3,239.920842,38.26684,0.9564836,-8.10556984,4.16950226,-0.01399995,-,-,-,14.11764717,-0.00967092,27.84313774,27.05882454,-,-,14.70358849,14.72781372,32.18702698,24.61120415,0.14351328,0.04988019,-,-,-,69.80392456,54.90196228,-,-,1400,-,-,-,-,-,1.84231293,0.03070522,-,9.84251976,787.1418457,38.26684189,43.74457932,-79.86123657,15,12.87319279,32,7.16951132,22.38868713,60.34650803,3.51103401,-,10.1960783,1018,32.34548187,31.06855965,14.11764717,111.4642868,-,6.11876249,675.5479736,358.480011
Fri May 25 19:34:42 EDT 2018,34:41.6,-79.86089205,43.7448953,14.257774,3,239.870625,37.9612,1.15999067,-9.17697525,4.67348194,0.05170986,-,-,-,4.31372547,0.08084597,0,0,-,-,0,29.39955139,32.18766785,24.6414814,0.08876913,0.04986152,-,-,-,20.7843132,18.03921509,-,-,1137.5,-,-,-,-,-,0,0,-,9.84251976,786.9771118,37.96120071,43.74489594,-79.86089325,13,12.79077435,31,217.6716766,22.38845825,60.46487045,3.50055408,-,1.17647064,1020,31.89373207,31.06855965,4.70588255,87.78794098,-,6.14637423,678.4310303,358.480011
Fri May 25 19:34:44 EDT 2018,34:44.6,-79.86067123,43.74509238,13.612291,3,239.851914,38.401424,0.29688102,-9.54568195,4.35385561,0.01291274,-,-,-,4.70588255,0.12280166,0,0,-,-,0,29.39955139,32.18171692,24.65665817,0,0.04971249,-,-,-,20.3921566,15.68627453,-,-,1150,-,-,-,-,-,0,0,-,9.84251976,786.9157105,38.40142441,43.74509048,-79.860672,14,-,32,217.6716766,22.39552689,60.56826782,3.49139881,-,1.17647064,1024,30.44982719,28.58307457,4.70588255,-,-,6.16390324,681.1500244,358.480011
Fri May 25 19:34:48 EDT 2018,34:47.6,-79.86028069,43.74545296,11.537165,3,239.9652447,39.65421,0.63446343,-8.47188282,4.64714527,0.02569855,-,-,-,4.70588255,-0.35240835,0,0,-,-,0,29.39955139,32.15279007,24.66390419,0,0.04943807,-,-,-,21.17647171,15.68627453,-,-,1125,-,-,-,-,-,0,0,-,9.84251976,787.2875366,39.65420914,43.74545288,-79.8602829,15,-,32,217.6716766,22.40221786,60.68795013,3.48080182,-,1.17647064,1026,25.80790138,24.85484695,4.70588255,-,-,6.19555473,684.3150024,358.480011
Fri May 25 19:34:51 EDT 2018,34:50.5,-79.85999533,43.74570957,12.832139,3,239.8712221,38.34814,0.69551557,-9.62708473,5.08767843,0.03281216,-,-,-,12.54901981,0.041597,23.92156982,23.13725471,-,-,12.49957561,13.91986942,32.11994934,24.66787338,0,0.04936978,-,-,-,60.7843132,47.84313583,-,-,1500,-,-,-,-,-,2.0100503,0.03350084,-,9.84251976,786.9790649,38.34814072,43.74570847,-79.85999298,15,28.30234909,32,5.78267384,22.39458847,60.80038834,3.47084641,-,9.01960754,1029,28.70467567,28.58307457,12.54901981,53.91949844,-,6.21831417,687.3060303,358.480011
Fri May 25 19:34:54 EDT 2018,34:53.5,-79.85968612,43.74600366,14.105696,3,239.6938336,38.391834,0.54348379,-9.53251362,4.3801918,0.03340829,-,-,-,10.98039246,-0.02869684,20.3921566,20,-,-,14.86194706,14.94180012,32.10836411,24.6878643,0.13830383,0.04947447,-,-,-,58.8235321,47.05882263,-,-,1237.5,-,-,-,-,-,1.33356428,0.02222607,-,9.84251976,786.3970947,38.39183426,43.7460022,-79.85968781,15,12.32500744,32,9.90464687,22.37128448,60.91386032,3.46079922,-,7.45098066,1032,31.55354118,31.06855965,10.98039246,61.86433029,-,6.24384356,690.34198,358.480011
Fri May 25 19:34:57 EDT 2018,34:56.5,-79.85935344,43.74631887,14.595173,4,239.4870431,38.05155,0.17597382,-7.77397299,4.66629934,-0.05657339,-,-,-,10.98039246,0.04460046,19.6078434,18.4313736,-,-,14.75383282,14.48960304,32.1072998,24.71569824,0.11225919,0.04946722,-,-,-,23.92156982,46.27450943,-,-,1087.5,-,-,-,-,-,0,0,-,13.12335968,785.7186279,38.05155182,43.74631882,-79.85935211,14,13.77618122,31,217.6716766,22.36469841,61.02471161,3.450984,-,7.45098066,1035,32.64847183,31.06855965,6.27450991,76.1917038,-,6.27124548,693.3250122,358.480011
Fri May 25 19:35:00 EDT 2018,34:59.6,-79.85901606,43.74661444,14.133638,4,239.0339807,39.05972,0.51475334,-9.33738708,4.27245283,-0.0067944,-,-,-,7.45098066,0.0235961,14.11764717,13.33333397,-,-,12.49957561,13.21555519,32.102108,24.74013329,0.01177821,0.04919368,-,-,-,35.29411697,22.74509811,-,-,1175,-,-,-,-,-,0.88103139,0.01468386,-,13.12335968,784.2322388,39.05971909,43.74661255,-79.85901642,14,-,32,14.99206924,22.37382698,61.13689041,3.44105124,-,3.92156863,1038,31.61604691,31.06855965,7.45098066,-,-,6.29774189,696.361023,358.480011
Fri May 25 19:35:03 EDT 2018,35:02.6,-79.85867584,43.74691642,14.315548,4,238.7905703,39.77085,0.63087213,-8.63468838,4.68545294,-0.03520748,-,-,-,7.84313726,-0.01265296,15.68627453,14.90196133,-,-,14.9296875,14.16391277,32.10108566,24.76755524,0.06549057,0.04919269,-,-,-,41.5686264,32.94117737,-,-,1150,-,-,-,-,-,0.83758575,0.01395976,-,13.12335968,783.4336548,39.77085114,43.74691772,-79.8586731,15,12.04841423,32,16.40049744,22.36469269,61.24564362,3.43142223,-,4.31372547,1041,32.02296829,32.31130219,7.84313726,73.01602173,-,6.32465982,699.3209839,358.480011
Fri May 25 19:35:06 EDT 2018,35:05.6,-79.85834433,43.74722245,14.202701,4,238.6163595,37.636738,0.12210429,-6.95755005,3.90015459,-0.16784322,-,-,-,4.70588255,-0.02191563,0,0,-,-,0,29.39955139,32.09802628,24.79318619,0,0.04902874,-,-,-,20.3921566,15.68627453,-,-,1137.5,-,-,-,-,-,0,0,-,13.12335968,782.8620606,37.63673782,43.7472229,-79.85834503,14,-,32,217.6716766,22.37372398,61.35538864,3.42170477,-,1.17647064,1044,31.77053642,31.06855965,4.70588255,73.01602173,-,6.35153008,702.3250122,358.480011
Fri May 25 19:35:09 EDT 2018,35:08.6,-79.85802667,43.7475174,13.48541,4,238.5533869,38.81516,-0.11731588,-7.7332716,3.78403568,-0.02877497,-,-,-,4.31372547,-0.02526964,0,0,-,-,0,29.39955139,32.09259415,24.80753517,0,0.04889059,-,-,-,19.6078434,15.68627453,-,-,1137.5,-,-,-,-,-,0,0,-,13.12335968,782.6554565,38.81515884,43.74751663,-79.8580246,13,-,32,217.6716766,22.38429451,61.46411896,3.41207767,-,1.17647064,1047,30.16600227,29.82581711,4.70588255,-,-,6.37736702,705.3179932,358.480011
Fri May 25 19:35:12 EDT 2018,35:11.5,-79.85771994,43.74779324,13.056672,4,238.5170449,37.070538,0.48961425,-7.85298157,4.62440062,-0.00962521,-,-,-,4.70588255,-0.03875256,0,0,-,-,0,29.39955139,32.08312607,24.81866646,0,0.04856725,-,-,-,19.6078434,15.68627453,-,-,1150,-,-,-,-,-,0,0,-,13.12335968,782.5362549,37.07053757,43.7477951,-79.85771942,13,-,32,217.6716766,22.39429283,61.57360458,3.40238333,-,1.17647064,1050,29.2069416,28.58307457,4.70588255,-,-,6.4018302,708.348999,358.480011
Fri May 25 19:35:15 EDT 2018,35:14.5,-79.8574262,43.74807809,13.602664,4,238.4557705,35.218372,0.41539401,-9.879673,3.03105927,0.04086534,-,-,-,4.31372547,0.14158969,1.56862748,1.17647064,-,-,0,12.9899044,32.06599808,24.83290863,0,0.04844546,-,-,-,22.74509811,14.90196037,-,-,1237.5,-,-,-,-,-,0.68503273,0.01141721,-,13.12335968,782.3352051,35.21837234,43.74807739,-79.8574295,14,12.28540802,32,18.51027489,22.40412331,61.68071747,3.39289927,-,1.17647064,1053,30.42829132,29.82581711,4.70588255,-,-,6.42638397,711.3309937,358.480011
Fri May 25 19:35:18 EDT 2018,35:17.5,-79.85713715,43.74838437,13.88037,4,238.4773534,34.363655,0.64523739,-8.19176102,4.05817175,0.00215413,-,-,-,7.84313726,-0.01410919,16.86274529,16.07843208,-,-,12.49957561,13.8736639,32.05508804,24.85172653,0.02601832,0.04837779,-,-,-,56.07843399,30.58823586,-,-,1225,-,-,-,-,-,1.44929719,0.02415495,-,13.12335968,782.4060059,34.36365509,43.74838257,-79.85713959,14,-,32,8.74916744,22.39291191,61.78791046,3.38340807,-,4.31372547,1055,31.04950142,29.82581711,8.23529434,-,-,6.45200491,714.3319702,358.480011
